YEAR,DATES,POLLSTER,GRADE,SAMPLE,Unnamed: 5,WEIGHT,APPROVE,DISAPPROVE,ADJUSTED_APPROVE,ADJUSTED_DISAPPROVE,datestring,bothdates,start,end
2021,NOV. 29-30,RMG Research,B-,1200,RV,0.47,43%,52%,42%,53%,NOV. 29-30 2021,"(datetime.date(2021, 11, 29), datetime.date(2021, 11, 30))",2021-11-29,2021-11-30
2021,NOV. 29-30,Morning Consult,B,2200,A,0.04,46%,48%,45%,51%,NOV. 29-30 2021,"(datetime.date(2021, 11, 29), datetime.date(2021, 11, 30))",2021-11-29,2021-11-30
2021,NOV. 28-30,Morning Consult,B,18914,RV,0.36,45%,52%,44%,55%,NOV. 28-30 2021,"(datetime.date(2021, 11, 28), datetime.date(2021, 11, 30))",2021-11-28,2021-11-30
2021,NOV. 27-30,YouGov,B+,1500,A,0.98,41%,49%,42%,50%,NOV. 27-30 2021,"(datetime.date(2021, 11, 27), datetime.date(2021, 11, 30))",2021-11-27,2021-11-30
2021,NOV. 24-30,Morning Consult,B,45000,A,0.91,44%,49%,43%,52%,NOV. 24-30 2021,"(datetime.date(2021, 11, 24), datetime.date(2021, 11, 30))",2021-11-24,2021-11-30
2021,NOV. 26-29,Trafalgar Group,A-,1082,LV,1.71,36%,59%,38%,56%,NOV. 26-29 2021,"(datetime.date(2021, 11, 26), datetime.date(2021, 11, 29))",2021-11-26,2021-11-29
2021,NOV. 23-29,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.82,43%,56%,45%,50%,NOV. 23-29 2021,"(datetime.date(2021, 11, 23), datetime.date(2021, 11, 29))",2021-11-23,2021-11-29
2021,NOV. 24-27,Morning Consult,B,2200,A,0.04,46%,49%,45%,52%,NOV. 24-27 2021,"(datetime.date(2021, 11, 24), datetime.date(2021, 11, 27))",2021-11-24,2021-11-27
2021,NOV. 22-24,The Winston Group,A/B,1000,RV,1.47,42%,47%,41%,50%,NOV. 22-24 2021,"(datetime.date(2021, 11, 22), datetime.date(2021, 11, 24))",2021-11-22,2021-11-24
2021,NOV. 22-23,RMG Research,B-,1200,RV,0.5,43%,52%,42%,53%,NOV. 22-23 2021,"(datetime.date(2021, 11, 22), datetime.date(2021, 11, 23))",2021-11-22,2021-11-23
2021,NOV. 20-23,YouGov,B+,1500,A,0.78,41%,49%,42%,50%,NOV. 20-23 2021,"(datetime.date(2021, 11, 20), datetime.date(2021, 11, 23))",2021-11-20,2021-11-23
2021,NOV. 17-23,Morning Consult,B,45000,A,0.97,44%,48%,43%,51%,NOV. 17-23 2021,"(datetime.date(2021, 11, 17), datetime.date(2021, 11, 23))",2021-11-17,2021-11-23
2021,NOV. 20-22,Morning Consult,B,1999,RV,0.04,44%,52%,43%,55%,NOV. 20-22 2021,"(datetime.date(2021, 11, 20), datetime.date(2021, 11, 22))",2021-11-20,2021-11-22
2021,NOV. 18-22,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.76,41%,58%,43%,52%,NOV. 18-22 2021,"(datetime.date(2021, 11, 18), datetime.date(2021, 11, 22))",2021-11-18,2021-11-22
2021,NOV. 18-22,Navigator Research,B/C,1000,RV,0.84,43%,54%,42%,53%,NOV. 18-22 2021,"(datetime.date(2021, 11, 18), datetime.date(2021, 11, 22))",2021-11-18,2021-11-22
2021,NOV. 16-22,"Fabrizio, Lee & Associates/Impact Research",,1500,RV,1.16,41%,57%,41%,55%,NOV. 16-22 2021,"(datetime.date(2021, 11, 16), datetime.date(2021, 11, 22))",2021-11-16,2021-11-22
2021,NOV. 19-21,Morning Consult,B,2200,A,0.05,47%,47%,46%,50%,NOV. 19-21 2021,"(datetime.date(2021, 11, 19), datetime.date(2021, 11, 21))",2021-11-19,2021-11-21
2021,NOV. 19-21,Léger,B/C,1001,A,0.88,44%,53%,44%,53%,NOV. 19-21 2021,"(datetime.date(2021, 11, 19), datetime.date(2021, 11, 21))",2021-11-19,2021-11-21
2021,NOV. 18-21,Public Opinion Strategies,A-,1000,RV,1.64,47%,53%,46%,53%,NOV. 18-21 2021,"(datetime.date(2021, 11, 18), datetime.date(2021, 11, 21))",2021-11-18,2021-11-21
2021,NOV. 17-21,Morning Consult,B,2199,A,0.05,47%,48%,46%,51%,NOV. 17-21 2021,"(datetime.date(2021, 11, 17), datetime.date(2021, 11, 21))",2021-11-17,2021-11-21
2021,NOV. 17-20,American Research Group,C+,1100,A,1.1,44%,50%,42%,52%,NOV. 17-20 2021,"(datetime.date(2021, 11, 17), datetime.date(2021, 11, 20))",2021-11-17,2021-11-20
2021,NOV. 17-19,YouGov,B+,1696,A,0.8,43%,52%,44%,53%,NOV. 17-19 2021,"(datetime.date(2021, 11, 17), datetime.date(2021, 11, 19))",2021-11-17,2021-11-19
2021,NOV. 16-19,Marist College,A,1048,A,1.71,42%,50%,43%,50%,NOV. 16-19 2021,"(datetime.date(2021, 11, 16), datetime.date(2021, 11, 19))",2021-11-16,2021-11-19
2021,NOV. 15-19,YouGov,B+,2058,A,0.96,44%,56%,45%,57%,NOV. 15-19 2021,"(datetime.date(2021, 11, 15), datetime.date(2021, 11, 19))",2021-11-15,2021-11-19
2021,NOV. 17-18,RMG Research,B-,1200,RV,0.5,44%,52%,43%,53%,NOV. 17-18 2021,"(datetime.date(2021, 11, 17), datetime.date(2021, 11, 18))",2021-11-17,2021-11-18
2021,NOV. 17-18,Ipsos,B-,1003,A,0.79,44%,49%,43%,50%,NOV. 17-18 2021,"(datetime.date(2021, 11, 17), datetime.date(2021, 11, 18))",2021-11-17,2021-11-18
2021,NOV. 16-18,HarrisX,B+,2787,RV,2.3,44%,45%,40%,46%,NOV. 16-18 2021,"(datetime.date(2021, 11, 16), datetime.date(2021, 11, 18))",2021-11-16,2021-11-18
2021,NOV. 12-18,Echelon Insights,B/C,1013,RV,1.14,45%,52%,44%,52%,NOV. 12-18 2021,"(datetime.date(2021, 11, 12), datetime.date(2021, 11, 18))",2021-11-12,2021-11-18
2021,NOV. 15-17,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.81,41%,59%,43%,53%,NOV. 15-17 2021,"(datetime.date(2021, 11, 15), datetime.date(2021, 11, 17))",2021-11-15,2021-11-17
2021,NOV. 14-17,Beacon Research/Shaw & Company Research,A,1003,RV,1.76,44%,54%,42%,53%,NOV. 14-17 2021,"(datetime.date(2021, 11, 14), datetime.date(2021, 11, 17))",2021-11-14,2021-11-17
2021,NOV. 15-16,RMG Research,B-,1200,RV,0.5,41%,53%,40%,54%,NOV. 15-16 2021,"(datetime.date(2021, 11, 15), datetime.date(2021, 11, 16))",2021-11-15,2021-11-16
2021,NOV. 14-16,YouGov,B+,1500,A,0.71,43%,49%,44%,50%,NOV. 14-16 2021,"(datetime.date(2021, 11, 14), datetime.date(2021, 11, 16))",2021-11-14,2021-11-16
2021,NOV. 11-16,McLaughlin & Associates,C/D,1000,LV,0.76,42%,56%,41%,55%,NOV. 11-16 2021,"(datetime.date(2021, 11, 11), datetime.date(2021, 11, 16))",2021-11-11,2021-11-16
2021,NOV. 10-16,Morning Consult,B,45000,A,0.99,44%,48%,43%,51%,NOV. 10-16 2021,"(datetime.date(2021, 11, 10), datetime.date(2021, 11, 16))",2021-11-10,2021-11-16
2021,NOV. 1-16,Gallup,B+,815,A,1.32,42%,55%,42%,54%,NOV. 1-16 2021,"(datetime.date(2021, 11, 1), datetime.date(2021, 11, 16))",2021-11-01,2021-11-16
,11/15/2022,Redfield & Wilton Strategies,B/C,1500,RV,1.02,37%,46%,39%,51%,,"('', '')",,
2021,NOV. 13-15,Morning Consult,B,1998,RV,0.04,44%,53%,43%,56%,NOV. 13-15 2021,"(datetime.date(2021, 11, 13), datetime.date(2021, 11, 15))",2021-11-13,2021-11-15
2021,NOV. 12-15,Morning Consult,B,2200,A,0.05,43%,50%,42%,53%,NOV. 12-15 2021,"(datetime.date(2021, 11, 12), datetime.date(2021, 11, 15))",2021-11-12,2021-11-15
2021,NOV. 11-15,Quinnipiac University,A-,1378,A,1.93,36%,53%,39%,53%,NOV. 11-15 2021,"(datetime.date(2021, 11, 11), datetime.date(2021, 11, 15))",2021-11-11,2021-11-15
2021,NOV. 12-14,Morning Consult,B,2200,A,0.05,46%,49%,45%,52%,NOV. 12-14 2021,"(datetime.date(2021, 11, 12), datetime.date(2021, 11, 14))",2021-11-12,2021-11-14
2021,NOV. 11-14,The Bullfinch Group,,1200,A,1.07,45%,52%,44%,53%,NOV. 11-14 2021,"(datetime.date(2021, 11, 11), datetime.date(2021, 11, 14))",2021-11-11,2021-11-14
2021,NOV. 10-14,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.55,43%,56%,45%,50%,NOV. 10-14 2021,"(datetime.date(2021, 11, 10), datetime.date(2021, 11, 14))",2021-11-10,2021-11-14
2021,NOV. 10-12,The Winston Group,A/B,1000,RV,1.47,45%,47%,44%,50%,NOV. 10-12 2021,"(datetime.date(2021, 11, 10), datetime.date(2021, 11, 12))",2021-11-10,2021-11-12
2021,NOV. 9-10,Ipsos,B-,1004,A,0.71,46%,49%,44%,50%,NOV. 9-10 2021,"(datetime.date(2021, 11, 9), datetime.date(2021, 11, 10))",2021-11-09,2021-11-10
2021,NOV. 7-10,ABC News/The Washington Post,A+,1001,A,1.98,41%,53%,42%,52%,NOV. 7-10 2021,"(datetime.date(2021, 11, 7), datetime.date(2021, 11, 10))",2021-11-07,2021-11-10
2021,NOV. 1-10,Marquette University Law School,A/B,1004,A,1.92,49%,51%,47%,51%,NOV. 1-10 2021,"(datetime.date(2021, 11, 1), datetime.date(2021, 11, 10))",2021-11-01,2021-11-10
2021,NOV. 8-9,RMG Research,B-,1200,RV,0.53,40%,55%,39%,56%,NOV. 8-9 2021,"(datetime.date(2021, 11, 8), datetime.date(2021, 11, 9))",2021-11-08,2021-11-09
2021,NOV. 7-9,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.71,40%,59%,42%,53%,NOV. 7-9 2021,"(datetime.date(2021, 11, 7), datetime.date(2021, 11, 9))",2021-11-07,2021-11-09
2021,NOV. 6-9,YouGov,B+,1500,A,0.79,42%,48%,43%,49%,NOV. 6-9 2021,"(datetime.date(2021, 11, 6), datetime.date(2021, 11, 9))",2021-11-06,2021-11-09
2021,NOV. 3-9,Morning Consult,B,45000,A,1.0,44%,49%,43%,52%,NOV. 3-9 2021,"(datetime.date(2021, 11, 3), datetime.date(2021, 11, 9))",2021-11-03,2021-11-09
2021,NOV. 1-9,Susquehanna Polling & Research,B+,800,LV,1.29,36%,52%,37%,52%,NOV. 1-9 2021,"(datetime.date(2021, 11, 1), datetime.date(2021, 11, 9))",2021-11-01,2021-11-09
2021,NOV. 4-8,Monmouth University,A,811,A,1.53,42%,50%,43%,50%,NOV. 4-8 2021,"(datetime.date(2021, 11, 4), datetime.date(2021, 11, 8))",2021-11-04,2021-11-08
2021,NOV. 4-8,Navigator Research,B/C,1003,RV,0.82,47%,50%,46%,49%,NOV. 4-8 2021,"(datetime.date(2021, 11, 4), datetime.date(2021, 11, 8))",2021-11-04,2021-11-08
2021,NOV. 4-8,YouGov,B+,1673,A,0.91,42%,51%,43%,52%,NOV. 4-8 2021,"(datetime.date(2021, 11, 4), datetime.date(2021, 11, 8))",2021-11-04,2021-11-08
2021,NOV. 5-7,Léger,B/C,1006,A,0.87,45%,54%,45%,54%,NOV. 5-7 2021,"(datetime.date(2021, 11, 5), datetime.date(2021, 11, 7))",2021-11-05,2021-11-07
2021,NOV. 5-7,Morning Consult,B,1998,RV,0.04,46%,51%,45%,54%,NOV. 5-7 2021,"(datetime.date(2021, 11, 5), datetime.date(2021, 11, 7))",2021-11-05,2021-11-07
2021,NOV. 5-7,Morning Consult,B,2198,A,0.05,48%,47%,47%,50%,NOV. 5-7 2021,"(datetime.date(2021, 11, 5), datetime.date(2021, 11, 7))",2021-11-05,2021-11-07
2021,NOV. 4-7,RMG Research,B-,1200,RV,0.54,44%,50%,43%,51%,NOV. 4-7 2021,"(datetime.date(2021, 11, 4), datetime.date(2021, 11, 7))",2021-11-04,2021-11-07
2021,NOV. 3-5,Suffolk University,B+,1000,RV,1.56,38%,59%,40%,57%,NOV. 3-5 2021,"(datetime.date(2021, 11, 3), datetime.date(2021, 11, 5))",2021-11-03,2021-11-05
2021,NOV. 3-5,Morning Consult,B,2200,A,0.05,46%,50%,45%,53%,NOV. 3-5 2021,"(datetime.date(2021, 11, 3), datetime.date(2021, 11, 5))",2021-11-03,2021-11-05
2021,NOV. 3-4,Emerson College,A-,1000,RV,1.63,41%,50%,42%,51%,NOV. 3-4 2021,"(datetime.date(2021, 11, 3), datetime.date(2021, 11, 4))",2021-11-03,2021-11-04
2021,NOV. 3-4,Ipsos,B-,1005,A,0.68,48%,47%,47%,48%,NOV. 3-4 2021,"(datetime.date(2021, 11, 3), datetime.date(2021, 11, 4))",2021-11-03,2021-11-04
2021,NOV. 2-4,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,43%,55%,45%,49%,NOV. 2-4 2021,"(datetime.date(2021, 11, 2), datetime.date(2021, 11, 4))",2021-11-02,2021-11-04
2021,NOV. 1-4,SSRS,C,1004,A,0.93,48%,52%,47%,52%,NOV. 1-4 2021,"(datetime.date(2021, 11, 1), datetime.date(2021, 11, 4))",2021-11-01,2021-11-04
2021,OCT. 30-NOV. 2,YouGov,B+,1500,A,0.88,41%,50%,42%,51%,OCT. 30-NOV. 2 2021,"(datetime.date(2021, 10, 30), datetime.date(2021, 11, 2))",2021-10-30,2021-11-02
2021,OCT. 27-NOV. 2,Morning Consult,B,45000,A,1.0,44%,48%,43%,51%,OCT. 27-NOV. 2 2021,"(datetime.date(2021, 10, 27), datetime.date(2021, 11, 2))",2021-10-27,2021-11-02
2021,OCT. 29-NOV. 1,Morning Consult,B,2200,A,0.05,47%,47%,46%,50%,OCT. 29-NOV. 1 2021,"(datetime.date(2021, 10, 29), datetime.date(2021, 11, 1))",2021-10-29,2021-11-01
2021,OCT. 28-NOV. 1,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,43%,56%,45%,50%,OCT. 28-NOV. 1 2021,"(datetime.date(2021, 10, 28), datetime.date(2021, 11, 1))",2021-10-28,2021-11-01
,10/31/2022,Redfield & Wilton Strategies,B/C,1500,RV,0.95,40%,44%,42%,49%,,"('', '')",,
2021,OCT. 28-30,RMG Research,B-,1200,RV,0.5,46%,49%,45%,50%,OCT. 28-30 2021,"(datetime.date(2021, 10, 28), datetime.date(2021, 10, 30))",2021-10-28,2021-10-30
2021,OCT. 27-29,TIPP Insights,A+,1306,A,2.41,40%,45%,41%,50%,OCT. 27-29 2021,"(datetime.date(2021, 10, 27), datetime.date(2021, 10, 29))",2021-10-27,2021-10-29
2021,OCT. 27-28,Harris Poll,B+,1688,RV,1.94,43%,52%,42%,53%,OCT. 27-28 2021,"(datetime.date(2021, 10, 27), datetime.date(2021, 10, 28))",2021-10-27,2021-10-28
2021,OCT. 27-28,Ipsos,B-,1005,A,0.68,44%,51%,43%,53%,OCT. 27-28 2021,"(datetime.date(2021, 10, 27), datetime.date(2021, 10, 28))",2021-10-27,2021-10-28
2021,OCT. 26-28,Morning Consult,B,2198,A,0.05,47%,48%,46%,51%,OCT. 26-28 2021,"(datetime.date(2021, 10, 26), datetime.date(2021, 10, 28))",2021-10-26,2021-10-28
2021,OCT. 25-27,RMG Research,B-,1200,RV,0.47,43%,53%,42%,54%,OCT. 25-27 2021,"(datetime.date(2021, 10, 25), datetime.date(2021, 10, 27))",2021-10-25,2021-10-27
2021,OCT. 25-27,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.78,42%,57%,44%,51%,OCT. 25-27 2021,"(datetime.date(2021, 10, 25), datetime.date(2021, 10, 27))",2021-10-25,2021-10-27
2021,OCT. 24-26,YouGov,B+,1500,A,0.89,43%,49%,44%,50%,OCT. 24-26 2021,"(datetime.date(2021, 10, 24), datetime.date(2021, 10, 26))",2021-10-24,2021-10-26
2021,OCT. 23-26,Hart Research Associates/Public Opinion Strategies,B+,1000,A,1.27,42%,54%,43%,54%,OCT. 23-26 2021,"(datetime.date(2021, 10, 23), datetime.date(2021, 10, 26))",2021-10-23,2021-10-26
2021,OCT. 20-26,Morning Consult,B,45000,A,0.98,45%,48%,44%,51%,OCT. 20-26 2021,"(datetime.date(2021, 10, 20), datetime.date(2021, 10, 26))",2021-10-20,2021-10-26
2021,OCT. 20-26,Echelon Insights,B/C,1600,RV,1.19,45%,52%,44%,52%,OCT. 20-26 2021,"(datetime.date(2021, 10, 20), datetime.date(2021, 10, 26))",2021-10-20,2021-10-26
2021,OCT. 22-25,Navigator Research,B/C,1001,RV,0.83,43%,53%,42%,52%,OCT. 22-25 2021,"(datetime.date(2021, 10, 22), datetime.date(2021, 10, 25))",2021-10-22,2021-10-25
2021,OCT. 21-25,AP-NORC,,1083,A,1.46,48%,51%,45%,51%,OCT. 21-25 2021,"(datetime.date(2021, 10, 21), datetime.date(2021, 10, 25))",2021-10-21,2021-10-25
2021,OCT. 22-24,Morning Consult,B,1999,RV,0.04,46%,51%,45%,54%,OCT. 22-24 2021,"(datetime.date(2021, 10, 22), datetime.date(2021, 10, 24))",2021-10-22,2021-10-24
2021,OCT. 22-24,Léger,B/C,1002,A,0.87,43%,54%,43%,54%,OCT. 22-24 2021,"(datetime.date(2021, 10, 22), datetime.date(2021, 10, 24))",2021-10-22,2021-10-24
2021,OCT. 20-24,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,43%,56%,45%,50%,OCT. 20-24 2021,"(datetime.date(2021, 10, 20), datetime.date(2021, 10, 24))",2021-10-20,2021-10-24
,10/23/2022,Morning Consult,B,2201,A,0.05,49%,47%,48%,50%,,"('', '')",,
2021,OCT. 21-23,Morning Consult,B,2201,A,0.05,53%,45%,52%,48%,OCT. 21-23 2021,"(datetime.date(2021, 10, 21), datetime.date(2021, 10, 23))",2021-10-21,2021-10-23
2021,OCT. 21-23,RMG Research,B-,1200,RV,0.44,43%,53%,42%,54%,OCT. 21-23 2021,"(datetime.date(2021, 10, 21), datetime.date(2021, 10, 23))",2021-10-21,2021-10-23
2021,OCT. 20-23,HarrisX,B+,2727,RV,2.28,42%,47%,38%,48%,OCT. 20-23 2021,"(datetime.date(2021, 10, 20), datetime.date(2021, 10, 23))",2021-10-20,2021-10-23
2021,OCT. 17-23,Saint Leo University,C/D,1000,A,0.81,52%,45%,50%,47%,OCT. 17-23 2021,"(datetime.date(2021, 10, 17), datetime.date(2021, 10, 23))",2021-10-17,2021-10-23
2021,OCT. 18-22,Marist College,A,1209,A,2.05,44%,49%,45%,49%,OCT. 18-22 2021,"(datetime.date(2021, 10, 18), datetime.date(2021, 10, 22))",2021-10-18,2021-10-22
2021,OCT. 20-21,Ipsos,B-,1005,A,0.68,46%,48%,44%,49%,OCT. 20-21 2021,"(datetime.date(2021, 10, 20), datetime.date(2021, 10, 21))",2021-10-20,2021-10-21
2021,OCT. 19-21,Trafalgar Group,A-,1083,LV,1.64,39%,58%,41%,56%,OCT. 19-21 2021,"(datetime.date(2021, 10, 19), datetime.date(2021, 10, 21))",2021-10-19,2021-10-21
2021,OCT. 19-21,YouGov,B+,1704,A,0.95,44%,49%,45%,50%,OCT. 19-21 2021,"(datetime.date(2021, 10, 19), datetime.date(2021, 10, 21))",2021-10-19,2021-10-21
2021,OCT. 16-21,Lake Research Partners/The Tarrance Group,A/B,1000,RV,1.44,45%,52%,45%,51%,OCT. 16-21 2021,"(datetime.date(2021, 10, 16), datetime.date(2021, 10, 21))",2021-10-16,2021-10-21
2021,OCT. 18-20,RMG Research,B-,1200,RV,0.45,47%,47%,46%,48%,OCT. 18-20 2021,"(datetime.date(2021, 10, 18), datetime.date(2021, 10, 20))",2021-10-18,2021-10-20
2021,OCT. 17-20,American Research Group,C+,1100,A,1.1,47%,47%,45%,49%,OCT. 17-20 2021,"(datetime.date(2021, 10, 17), datetime.date(2021, 10, 20))",2021-10-17,2021-10-20
2021,OCT. 17-19,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,41%,58%,43%,52%,OCT. 17-19 2021,"(datetime.date(2021, 10, 17), datetime.date(2021, 10, 19))",2021-10-17,2021-10-19
2021,OCT. 16-19,YouGov,B+,1500,A,0.84,44%,46%,45%,47%,OCT. 16-19 2021,"(datetime.date(2021, 10, 16), datetime.date(2021, 10, 19))",2021-10-16,2021-10-19
2021,OCT. 16-19,Beacon Research/Shaw & Company Research,A,1003,RV,1.78,46%,53%,44%,52%,OCT. 16-19 2021,"(datetime.date(2021, 10, 16), datetime.date(2021, 10, 19))",2021-10-16,2021-10-19
2021,OCT. 15-19,Echelon Insights,B/C,1098,RV,0.87,47%,51%,46%,51%,OCT. 15-19 2021,"(datetime.date(2021, 10, 15), datetime.date(2021, 10, 19))",2021-10-15,2021-10-19
2021,OCT. 13-19,Morning Consult,B,45000,A,0.95,46%,47%,45%,50%,OCT. 13-19 2021,"(datetime.date(2021, 10, 13), datetime.date(2021, 10, 19))",2021-10-13,2021-10-19
2021,OCT. 1-19,Gallup,B+,823,A,1.33,42%,52%,42%,51%,OCT. 1-19 2021,"(datetime.date(2021, 10, 1), datetime.date(2021, 10, 19))",2021-10-01,2021-10-19
2021,OCT. 16-18,Morning Consult,B,1998,RV,0.04,45%,52%,44%,55%,OCT. 16-18 2021,"(datetime.date(2021, 10, 16), datetime.date(2021, 10, 18))",2021-10-16,2021-10-18
2021,OCT. 15-18,Quinnipiac University,A-,1342,A,1.73,37%,52%,40%,52%,OCT. 15-18 2021,"(datetime.date(2021, 10, 15), datetime.date(2021, 10, 18))",2021-10-15,2021-10-18
2021,OCT. 14-18,McLaughlin & Associates,C/D,1000,LV,0.76,45%,54%,44%,53%,OCT. 14-18 2021,"(datetime.date(2021, 10, 14), datetime.date(2021, 10, 18))",2021-10-14,2021-10-18
2021,OCT. 12-18,Climate Nexus,,2678,RV,1.09,46%,50%,45%,51%,OCT. 12-18 2021,"(datetime.date(2021, 10, 12), datetime.date(2021, 10, 18))",2021-10-12,2021-10-18
,10/17/2022,Redfield & Wilton Strategies,B/C,1500,RV,0.92,43%,39%,45%,44%,,"('', '')",,
2021,OCT. 14-17,Morning Consult,B,2200,A,0.05,49%,45%,48%,48%,OCT. 14-17 2021,"(datetime.date(2021, 10, 14), datetime.date(2021, 10, 17))",2021-10-14,2021-10-17
2021,OCT. 14-17,Hart Research Associates/Public Opinion Strategies,B+,800,A,1.06,41%,52%,42%,52%,OCT. 14-17 2021,"(datetime.date(2021, 10, 14), datetime.date(2021, 10, 17))",2021-10-14,2021-10-17
2021,OCT. 13-17,Selzer & Co.,A+,915,A,1.91,37%,50%,40%,50%,OCT. 13-17 2021,"(datetime.date(2021, 10, 13), datetime.date(2021, 10, 17))",2021-10-13,2021-10-17
2021,OCT. 14-16,RMG Research,B-,1200,RV,0.46,47%,48%,46%,49%,OCT. 14-16 2021,"(datetime.date(2021, 10, 14), datetime.date(2021, 10, 16))",2021-10-14,2021-10-16
2021,OCT. 12-15,Morning Consult,B,2200,A,0.05,48%,47%,47%,50%,OCT. 12-15 2021,"(datetime.date(2021, 10, 12), datetime.date(2021, 10, 15))",2021-10-12,2021-10-15
2021,OCT. 13-14,Ipsos,B-,1005,A,0.68,46%,48%,45%,49%,OCT. 13-14 2021,"(datetime.date(2021, 10, 13), datetime.date(2021, 10, 14))",2021-10-13,2021-10-14
2021,OCT. 12-14,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,43%,56%,45%,50%,OCT. 12-14 2021,"(datetime.date(2021, 10, 12), datetime.date(2021, 10, 14))",2021-10-12,2021-10-14
2021,OCT. 12-14,Cor Services,,508,LV,0.49,40%,56%,42%,55%,OCT. 12-14 2021,"(datetime.date(2021, 10, 12), datetime.date(2021, 10, 14))",2021-10-12,2021-10-14
2021,OCT. 11-13,RMG Research,B-,1200,RV,0.49,43%,47%,42%,48%,OCT. 11-13 2021,"(datetime.date(2021, 10, 11), datetime.date(2021, 10, 13))",2021-10-11,2021-10-13
2021,OCT. 11-13,Morning Consult,B,2201,A,0.05,48%,47%,47%,50%,OCT. 11-13 2021,"(datetime.date(2021, 10, 11), datetime.date(2021, 10, 13))",2021-10-11,2021-10-13
2021,OCT. 9-12,Morning Consult,B,2200,A,0.05,47%,48%,46%,51%,OCT. 9-12 2021,"(datetime.date(2021, 10, 9), datetime.date(2021, 10, 12))",2021-10-09,2021-10-12
2021,OCT. 9-12,YouGov,B+,1500,A,0.78,40%,50%,41%,51%,OCT. 9-12 2021,"(datetime.date(2021, 10, 9), datetime.date(2021, 10, 12))",2021-10-09,2021-10-12
2021,OCT. 8-12,Morning Consult,B,2200,A,0.05,47%,49%,46%,52%,OCT. 8-12 2021,"(datetime.date(2021, 10, 8), datetime.date(2021, 10, 12))",2021-10-08,2021-10-12
2021,OCT. 6-12,Morning Consult,B,45000,A,0.95,46%,47%,45%,50%,OCT. 6-12 2021,"(datetime.date(2021, 10, 6), datetime.date(2021, 10, 12))",2021-10-06,2021-10-12
2021,OCT. 8-11,Morning Consult,B,1999,RV,0.04,46%,51%,45%,54%,OCT. 8-11 2021,"(datetime.date(2021, 10, 8), datetime.date(2021, 10, 11))",2021-10-08,2021-10-11
2021,OCT. 7-11,Navigator Research,B/C,1001,RV,0.83,46%,51%,45%,50%,OCT. 7-11 2021,"(datetime.date(2021, 10, 7), datetime.date(2021, 10, 11))",2021-10-07,2021-10-11
2021,OCT. 7-11,SSRS,C,1000,A,0.93,50%,49%,49%,49%,OCT. 7-11 2021,"(datetime.date(2021, 10, 7), datetime.date(2021, 10, 11))",2021-10-07,2021-10-11
2021,OCT. 7-11,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,41%,57%,43%,51%,OCT. 7-11 2021,"(datetime.date(2021, 10, 7), datetime.date(2021, 10, 11))",2021-10-07,2021-10-11
2021,OCT. 8-10,Léger,B/C,1000,A,0.87,45%,53%,45%,53%,OCT. 8-10 2021,"(datetime.date(2021, 10, 8), datetime.date(2021, 10, 10))",2021-10-08,2021-10-10
2021,OCT. 6-9,RMG Research,B-,1200,RV,0.57,47%,50%,46%,51%,OCT. 6-9 2021,"(datetime.date(2021, 10, 6), datetime.date(2021, 10, 9))",2021-10-06,2021-10-09
2021,OCT. 6-8,Morning Consult,B,2200,A,0.05,49%,46%,48%,49%,OCT. 6-8 2021,"(datetime.date(2021, 10, 6), datetime.date(2021, 10, 8))",2021-10-06,2021-10-08
2021,OCT. 6-8,YouGov,B+,2054,A,1.0,50%,50%,51%,51%,OCT. 6-8 2021,"(datetime.date(2021, 10, 6), datetime.date(2021, 10, 8))",2021-10-06,2021-10-08
2021,OCT. 6-7,Ipsos,B-,1005,A,0.68,48%,47%,47%,48%,OCT. 6-7 2021,"(datetime.date(2021, 10, 6), datetime.date(2021, 10, 7))",2021-10-06,2021-10-07
2021,OCT. 4-6,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.78,43%,55%,45%,49%,OCT. 4-6 2021,"(datetime.date(2021, 10, 4), datetime.date(2021, 10, 6))",2021-10-04,2021-10-06
2021,OCT. 4-6,Trafalgar Group,A-,1087,LV,1.62,40%,56%,42%,53%,OCT. 4-6 2021,"(datetime.date(2021, 10, 4), datetime.date(2021, 10, 6))",2021-10-04,2021-10-06
2021,OCT. 3-6,Cor Services,,516,LV,0.5,39%,53%,41%,52%,OCT. 3-6 2021,"(datetime.date(2021, 10, 3), datetime.date(2021, 10, 6))",2021-10-03,2021-10-06
,10/05/2022,Redfield & Wilton Strategies,B/C,1500,RV,0.93,45%,37%,47%,42%,,"('', '')",,
